Date,Max_Temp_C
2022-05-02,34.5
2022-05-03,31.2
2022-05-04,31.8
2022-05-05,29.6
2022-05-06,31.9
2022-05-07,33.0
2022-05-08,33.8
2022-05-09,30.4
2022-05-10,31.2
2022-05-11,31.8
2022-05-12,32.8
2022-05-13,34.2
2022-05-14,34.1
2022-05-15,34.7
2022-05-16,35.0
2022-05-17,34.5
2022-05-18,35.4
2022-05-19,36.0
2022-05-20,37.0
2022-05-21,36.7
2022-05-22,34.2
2022-05-23,33.2
2022-05-24,34.0
2022-05-25,33.4
2022-05-26,35.9
2022-05-27,35.3
2022-05-28,37.8
2022-05-29,33.7
2022-05-30,34.2
2022-05-31,33.8
2022-06-01,32.4
2022-06-02,33.3
2022-06-03,35.2
2022-06-04,35.7
2022-06-05,35.5
2022-06-06,35.5
2022-06-07,36.9
2022-06-08,36.5
2022-06-09,36.5
2022-06-10,35.1
2022-06-11,36.4
2022-06-12,36.8
2022-06-13,38.5
2022-06-14,35.6
2022-06-15,33.0
2022-06-16,33.0
2022-06-17,32.4
2022-06-18,30.5
2022-06-19,32.4
2022-06-20,30.4
2022-06-21,32.2
2022-06-22,31.4
2022-06-23,30.9
2022-06-24,32.0
2022-06-25,31.3
2022-06-26,31.4
2022-06-27,32.2
2022-06-28,32.7
2022-06-29,32.5
2022-06-30,31.5
2022-07-01,30.9
2022-07-02,31.1
2022-07-03,30.9
2022-07-04,32.0
2022-07-05,32.0
2022-07-06,31.6
2022-07-07,32.3
2022-07-08,31.8
2022-07-09,32.1
2022-07-10,31.0
2022-07-11,31.5
2022-07-12,32.0
2022-07-13,32.3
2022-07-14,31.8
2022-07-15,32.1
2022-07-16,32.2
2022-07-17,32.0
2022-07-18,32.6
2022-07-19,32.8
2022-07-20,33.2
2022-07-21,32.0
2022-07-22,32.9
2022-07-23,30.0
2022-07-24,30.3
2022-07-25,30.2
2022-07-26,31.2
2022-07-27,32.3
2022-07-28,32.8
2022-07-29,32.8
2022-07-30,33.4
2022-07-31,31.7
2022-08-01,32.3
2022-08-02,31.9
2022-08-03,31.0
2022-08-04,31.8
2022-08-05,32.2
2022-08-06,31.9
2022-08-07,32.1
2022-08-08,31.0
2022-08-09,28.2
2022-08-10,29.4
2022-08-11,29.2
2022-08-12,31.1
2022-08-13,31.9
2022-08-14,27.2
2022-08-15,30.8
2022-08-16,32.9
2022-08-17,32.4
2022-08-18,33.0
2022-08-19,28.7
2022-08-20,27.9
2022-08-21,31.2
2022-08-22,32.8
2022-08-23,28.6
2022-08-24,30.0
2022-08-25,32.2
2022-08-26,32.3
2022-08-27,32.8
2022-08-28,31.5
2022-08-29,31.5
2022-08-30,33.2
2022-08-31,32.9
2022-09-01,32.6
2022-09-02,33.8
2022-09-03,31.9
2022-09-04,32.3
2022-09-05,31.1
2022-09-06,31.2
2022-09-07,32.7
2022-09-08,33.0
2022-09-09,33.0
2022-09-10,30.4
2022-09-11,27.4
2022-09-12,27.6
2022-09-13,27.9
2022-09-14,27.5
2022-09-15,30.0
2022-09-16,31.7
2022-09-17,31.1
2022-09-18,31.4
2022-09-19,30.1
2022-09-20,30.4
2022-09-21,30.4
2022-09-22,31.1
2022-09-23,31.0
2022-09-24,31.3
2022-09-25,31.5
2022-09-26,31.3
2022-09-27,30.8
2022-09-28,30.9
2022-09-29,32.3
2022-09-30,32.4
2022-10-01,33.1
2022-10-02,30.7
2022-10-03,29.2
2022-10-04,30.1
2022-10-05,31.0
2022-10-06,30.0
2022-10-07,31.5
2022-10-08,32.2
2022-10-09,31.6
2022-10-10,30.9
2022-10-11,30.2
2022-10-12,30.8
2022-10-13,29.8
2022-10-14,30.8
2022-10-15,31.0
2022-10-16,31.5
2022-10-17,31.0
2022-10-18,31.0
2022-10-19,30.4
2022-10-20,30.8
2022-10-21,31.1
2022-10-22,31.4
2022-10-23,28.7
2022-10-24,25.0
2022-10-25,28.6
2022-10-26,30.5
2022-10-27,30.2
2022-10-28,29.8
2022-10-29,29.2
2022-10-30,29.4
2022-10-31,30.0
2022-11-01,30.8
2022-11-02,30.4
2022-11-03,29.4
2022-11-04,30.0
2022-11-05,29.5
2022-11-06,29.1
2022-11-07,29.1
2022-11-08,29.6
2022-11-09,28.8
2022-11-10,29.5
2022-11-11,29.2
2022-11-12,29.2
2022-11-13,28.2
2022-11-14,27.7
2022-11-15,27.8
2022-11-16,28.1
2022-11-17,28.6
2022-11-18,28.2
2022-11-19,27.5
2022-11-20,28.5
2022-11-21,28.6
2022-11-22,28.1
2022-11-23,27.8
2022-11-24,27.4
2022-11-25,27.6
2022-11-26,27.6
2022-11-27,27.8
2022-11-28,28.1
2022-11-29,28.3
2022-11-30,29.0
2022-12-01,28.8
2022-12-02,28.0
2022-12-03,27.6
2022-12-04,27.1
2022-12-05,26.9
2022-12-06,26.9
2022-12-07,25.9
2022-12-08,26.5
2022-12-09,26.5
2022-12-10,27.1
2022-12-11,27.5
2022-12-12,28.1
2022-12-13,28.8
2022-12-14,28.0
2022-12-15,26.3
2022-12-16,25.5
2022-12-17,24.9
2022-12-18,25.6
2022-12-19,26.4
2022-12-20,26.6
2022-12-21,26.2
2022-12-22,26.0
2022-12-23,26.6
2022-12-24,27.5
2022-12-25,28.4
2022-12-26,28.2
2022-12-27,27.6
2022-12-28,26.5
2022-12-29,24.8
2022-12-30,24.5
2022-12-31,26.2
2023-01-01,24.7
2023-01-02,25.7
2023-01-03,25.1
2023-01-04,24.0
2023-01-05,23.0
2023-01-06,23.0
2023-01-07,22.2
2023-01-08,23.5
2023-01-09,24.9
2023-01-10,25.1
2023-01-11,24.8
2023-01-12,25.1
2023-01-13,27.7
2023-01-14,27.7
2023-01-15,27.5
2023-01-16,24.6
2023-01-17,25.2
2023-01-18,25.1
2023-01-19,24.7
2023-01-20,25.2
2023-01-21,27.1
2023-01-22,28.4
2023-01-23,29.5
2023-01-24,29.9
2023-01-25,29.6
2023-01-26,30.7
2023-01-27,29.2
2023-01-28,28.0
2023-01-29,27.0
2023-01-30,28.2
2023-01-31,27.0
2023-02-01,24.5
2023-02-02,25.9
2023-02-03,25.9
2023-02-04,26.9
2023-02-05,27.5
2023-02-06,29.6
2023-02-07,30.4
2023-02-08,30.9
2023-02-09,29.9
2023-02-10,30.0
2023-02-11,32.7
2023-02-12,31.2
2023-02-13,28.8
2023-02-14,27.5
2023-02-15,27.9
2023-02-16,29.2
2023-02-17,29.8
2023-02-18,29.2
2023-02-19,31.0
2023-02-20,31.5
2023-02-21,33.2
2023-02-22,33.0
2023-02-23,33.6
2023-02-24,32.5
2023-02-25,33.2
2023-02-26,31.8
2023-02-27,33.3
2023-02-28,33.5
2023-03-01,33.6
2023-03-02,34.6
2023-03-03,34.8
2023-03-04,34.9
2023-03-05,34.6
2023-03-06,34.3
2023-03-07,34.7
2023-03-08,34.8
2023-03-09,33.8
2023-03-10,33.7
2023-03-11,33.2
2023-03-12,34.8
2023-03-13,35.8
2023-03-14,34.1
2023-03-15,33.8
2023-03-16,33.2
2023-03-17,29.5
2023-03-18,27.7
2023-03-19,24.8
2023-03-20,27.5
2023-03-21,27.2
2023-03-22,29.5
2023-03-23,30.2
2023-03-24,31.8
2023-03-25,32.6
2023-03-26,32.7
2023-03-27,31.2
2023-03-28,34.2
2023-03-29,33.5
2023-03-30,32.8
2023-03-31,30.0
2023-04-01,28.2
2023-04-02,31.6
2023-04-03,33.3
2023-04-04,34.9
2023-04-05,35.8
2023-04-06,36.3
2023-04-07,37.0
2023-04-08,36.8
2023-04-09,38.7
2023-04-10,38.2
2023-04-11,39.6
2023-04-12,40.0
2023-04-13,41.5
2023-04-14,42.5
2023-04-15,41.4
2023-04-16,42.0
2023-04-17,40.1
2023-04-18,40.5
2023-04-19,41.7
2023-04-20,41.0
2023-04-21,41.2
2023-04-22,35.5
2023-04-23,33.6
2023-04-24,30.0
2023-04-25,32.3
2023-04-26,33.5
2023-04-27,34.7
2023-04-28,33.7
2023-04-29,34.2
2023-04-30,33.7
2023-05-01,30.2
2023-05-02,33.2
2023-05-03,30.8
2023-05-04,30.8
2023-05-05,34.0
2023-05-06,34.8
2023-05-07,37.5
2023-05-08,39.0
2023-05-09,39.2
2023-05-10,38.0
2023-05-11,37.8
2023-05-12,37.5
2023-05-13,35.5
2023-05-14,37.2
2023-05-15,36.9
2023-05-16,37.7
2023-05-17,36.7
2023-05-18,34.5
2023-05-19,37.3
2023-05-20,36.7
2023-05-21,36.3
2023-05-22,36.0
2023-05-23,38.7
2023-05-24,34.2
2023-05-25,37.5
2023-05-26,36.2
2023-05-27,32.4
2023-05-28,34.9
2023-05-29,36.0
2023-05-30,36.1
2023-05-31,37.9
2023-06-01,37.8
2023-06-02,36.5
2023-06-03,38.7
2023-06-04,39.0
2023-06-05,39.3
2023-06-06,39.5
2023-06-07,39.8
2023-06-08,38.7
2023-06-09,32.7
2023-06-10,34.7
2023-06-11,37.6
2023-06-12,35.3
2023-06-13,37.7
2023-06-14,38.4
2023-06-15,38.6
2023-06-16,38.5
2023-06-17,37.2
2023-06-18,34.2
2023-06-19,33.3
2023-06-20,34.3
2023-06-21,34.5
2023-06-22,32.8
2023-06-23,32.8
2023-06-24,32.0
2023-06-25,31.3
2023-06-26,29.8
2023-06-27,29.5
2023-06-28,31.5
2023-06-29,32.3
2023-06-30,31.9
2023-07-01,32.7
2023-07-02,31.9
2023-07-03,33.5
2023-07-04,33.5
2023-07-05,31.5
2023-07-06,31.7
2023-07-07,31.5
2023-07-08,32.2
2023-07-09,32.7
2023-07-10,32.8
2023-07-11,33.1
2023-07-12,32.5
2023-07-13,30.9
2023-07-14,32.0
2023-07-15,31.2
2023-07-16,31.9
2023-07-17,30.9
2023-07-18,32.5
2023-07-19,31.8
2023-07-20,32.8
2023-07-21,31.4
2023-07-22,31.7
2023-07-23,32.4
2023-07-24,32.3
2023-07-25,32.0
2023-07-26,31.8
2023-07-27,32.0
2023-07-28,32.3
2023-07-29,32.2
2023-07-30,33.2
2023-07-31,32.7
2023-08-01,33.7
2023-08-02,31.4
2023-08-03,31.8
2023-08-04,33.1
2023-08-05,32.3
2023-08-06,31.6
2023-08-07,31.2
2023-08-08,32.0
2023-08-09,32.4
2023-08-10,33.2
2023-08-11,33.4
2023-08-12,31.7
2023-08-13,30.2
2023-08-14,32.3
2023-08-15,32.7
2023-08-16,32.3
2023-08-17,33.3
2023-08-18,31.7
2023-08-19,31.4
2023-08-20,32.5
2023-08-21,32.5
2023-08-22,31.4
2023-08-23,31.2
2023-08-24,32.2
2023-08-25,30.5
2023-08-26,31.6
2023-08-27,33.5
2023-08-28,33.9
2023-08-29,33.6
2023-08-30,34.1
2023-08-31,34.0
2023-09-01,33.5
2023-09-02,32.7
2023-09-03,32.8
2023-09-04,31.3
2023-09-05,30.0
2023-09-06,31.5
2023-09-07,30.2
2023-09-08,29.2
2023-09-09,31.4
2023-09-10,32.4
2023-09-11,32.5
2023-09-12,32.2
2023-09-13,31.7
2023-09-14,30.9
2023-09-15,29.9
2023-09-16,32.6
2023-09-17,33.5
2023-09-18,30.8
2023-09-19,29.6
2023-09-20,29.2
2023-09-21,30.3
2023-09-22,31.1
2023-09-23,30.8
2023-09-24,31.0
2023-09-25,31.4
2023-09-26,32.2
2023-09-27,32.9
2023-09-28,31.8
2023-09-29,32.5
2023-09-30,29.6
2023-10-01,30.1
2023-10-02,30.0
2023-10-03,28.7
2023-10-04,28.1
2023-10-05,30.2
2023-10-06,32.2
2023-10-07,32.5
2023-10-08,32.3
2023-10-09,33.2
2023-10-10,33.7
2023-10-11,33.7
2023-10-12,33.5
2023-10-13,33.5
2023-10-14,33.0
2023-10-15,32.7
2023-10-16,31.4
2023-10-17,31.2
2023-10-18,31.8
2023-10-19,31.3
2023-10-20,31.2
2023-10-21,30.8
2023-10-22,31.4
2023-10-23,30.4
2023-10-24,28.9
2023-10-25,31.0
2023-10-26,31.1
2023-10-27,30.7
2023-10-28,30.0
2023-10-29,30.5
2023-10-30,30.7
2023-10-31,31.2
2023-11-01,32.0
2023-11-02,31.9
2023-11-03,30.2
2023-11-04,30.6
2023-11-05,30.0
2023-11-06,31.2
2023-11-07,30.5
2023-11-08,30.2
2023-11-09,30.5
2023-11-10,30.5
2023-11-11,30.5
2023-11-12,30.7
2023-11-13,30.2
2023-11-14,30.1
2023-11-15,30.3
2023-11-16,27.5
2023-11-17,29.8
2023-11-18,28.9
2023-11-19,29.4
2023-11-20,29.5
2023-11-21,29.9
2023-11-22,28.9
2023-11-23,28.0
2023-11-24,28.3
2023-11-25,28.6
2023-11-26,28.6
2023-11-27,28.8
2023-11-28,29.3
2023-11-29,29.6
2023-11-30,29.6
2023-12-01,30.2
2023-12-02,29.8
2023-12-03,30.1
2023-12-04,27.6
2023-12-05,25.6
2023-12-06,27.7
2023-12-07,21.7
2023-12-08,25.1
2023-12-09,26.2
2023-12-10,25.6
2023-12-11,24.9
2023-12-12,24.5
2023-12-13,25.1
2023-12-14,25.1
2023-12-15,24.2
2023-12-16,24.6
2023-12-17,24.6
2023-12-18,24.7
2023-12-19,24.1
2023-12-20,24.6
2023-12-21,24.5
2023-12-22,25.6
2023-12-23,26.2
2023-12-24,25.4
2023-12-25,25.9
2023-12-26,26.5
2023-12-27,26.5
2023-12-28,26.6
2023-12-29,26.7
2023-12-30,26.5
2023-12-31,25.8
2024-01-01,25.0
2024-01-02,23.5
2024-01-03,24.5
2024-01-04,25.4
2024-01-05,25.8
2024-01-06,26.7
2024-01-07,26.2
2024-01-08,25.9
2024-01-09,25.4
2024-01-10,26.0
2024-01-11,25.1
2024-01-12,23.1
2024-01-13,22.7
2024-01-14,22.4
2024-01-15,22.1
2024-01-16,22.7
2024-01-17,24.0
2024-01-18,19.5
2024-01-19,23.2
2024-01-20,22.9
2024-01-21,20.5
2024-01-22,21.6
2024-01-23,22.8
2024-01-24,21.5
2024-01-25,22.7
2024-01-26,23.0
2024-01-27,23.0
2024-01-28,23.6
2024-01-29,24.8
2024-01-30,26.8
2024-01-31,25.5
2024-02-01,25.0
2024-02-02,26.6
2024-02-03,26.0
2024-02-04,26.6
2024-02-05,27.1
2024-02-06,28.2
2024-02-07,26.0
2024-02-08,24.8
2024-02-09,23.4
2024-02-10,24.8
2024-02-11,26.9
2024-02-12,27.6
2024-02-13,29.1
2024-02-14,28.6
2024-02-15,28.0
2024-02-16,28.9
2024-02-17,28.1
2024-02-18,29.4
2024-02-19,30.1
2024-02-20,31.6
2024-02-21,32.9
2024-02-22,30.0
2024-02-23,28.8
2024-02-24,28.0
2024-02-25,24.9
2024-02-26,28.5
2024-02-27,29.0
2024-02-28,29.4
2024-02-29,30.0
2024-03-01,30.4
2024-03-02,30.8
2024-03-03,31.5
2024-03-04,31.4
2024-03-05,31.3
2024-03-06,29.7
2024-03-07,28.8
2024-03-08,30.6
2024-03-09,30.1
2024-03-10,30.2
2024-03-11,31.8
2024-03-12,33.4
2024-03-13,33.6
2024-03-14,32.1
2024-03-15,33.3
2024-03-16,32.1
2024-03-17,31.7
2024-03-18,29.5
2024-03-19,30.2
2024-03-20,23.6
2024-03-21,26.3
2024-03-22,28.2
2024-03-23,32.0
2024-03-24,34.0
2024-03-25,33.1
2024-03-26,32.5
2024-03-27,35.2
2024-03-28,34.5
2024-03-29,35.2
2024-03-30,36.0
2024-03-31,35.3
2024-04-01,37.0
2024-04-02,36.2
2024-04-03,36.8
2024-04-04,36.7
2024-04-05,38.2
2024-04-06,37.7
2024-04-07,36.2
2024-04-08,32.0
2024-04-09,34.7
2024-04-10,35.7
2024-04-11,32.8
2024-04-12,34.9
2024-04-13,36.6
2024-04-14,36.5
2024-04-15,38.5
2024-04-16,38.9
2024-04-17,38.7
2024-04-18,38.7
2024-04-19,40.8
2024-04-20,41.7
2024-04-21,41.2
2024-04-22,40.0
2024-04-23,38.7
2024-04-24,39.8
2024-04-25,40.4
2024-04-26,41.0
2024-04-27,40.8
2024-04-28,40.4
2024-04-29,41.5
2024-04-30,43.9
2024-05-01,41.5
2024-05-02,41.7
2024-05-03,40.0
2024-05-04,39.0
2024-05-05,37.2
2024-05-06,36.5
2024-05-07,34.2
2024-05-08,30.4
2024-05-09,30.7
2024-05-10,31.0
2024-05-11,31.2
2024-05-12,32.8
2024-05-13,33.5
2024-05-14,34.2
2024-05-15,35.0
2024-05-16,36.0
2024-05-17,37.7
2024-05-18,37.2
2024-05-19,34.9
2024-05-20,34.0
2024-05-21,34.0
2024-05-22,34.3
2024-05-23,34.7
2024-05-24,35.4
2024-05-25,35.5
2024-05-26,30.5
2024-05-27,27.8
2024-05-28,36.0
2024-05-29,35.2
2024-05-30,34.8
2024-05-31,34.1
2024-06-01,34.5
2024-06-02,33.9
2024-06-03,34.8
2024-06-04,35.3
2024-06-05,36.0
2024-06-06,37.0
2024-06-07,36.6
2024-06-08,35.2
2024-06-09,36.5
2024-06-10,36.2
2024-06-11,36.3
2024-06-12,34.8
2024-06-13,35.5
2024-06-14,37.5
2024-06-15,37.1
2024-06-16,36.6
2024-06-17,37.4
2024-06-18,32.2
2024-06-19,34.8
2024-06-20,35.0
2024-06-21,31.8
2024-06-22,32.8
2024-06-23,33.4
2024-06-24,33.3
2024-06-25,33.8
2024-06-26,33.8
2024-06-27,32.8
2024-06-28,32.4
2024-06-29,31.6
2024-06-30,31.6
2024-07-01,32.2
2024-07-02,30.0
2024-07-03,28.9
2024-07-04,31.5
2024-07-05,32.5
2024-07-06,32.3
2024-07-07,32.4
2024-07-08,32.5
2024-07-09,32.2
2024-07-10,32.5
2024-07-11,32.8
2024-07-12,32.5
2024-07-13,31.9
2024-07-14,32.2
2024-07-15,32.1
2024-07-16,31.9
2024-07-17,33.2
2024-07-18,33.5
2024-07-19,32.0
2024-07-20,32.8
2024-07-21,31.4
2024-07-22,31.8
2024-07-23,31.8
2024-07-24,32.0
2024-07-25,31.7
2024-07-26,30.2
2024-07-27,31.6
2024-07-28,32.0
2024-07-29,31.1
2024-07-30,33.0
2024-07-31,31.5
2024-08-01,28.0
2024-08-02,30.4
2024-08-03,31.4
2024-08-04,31.0
2024-08-05,32.4
2024-08-06,31.2
2024-08-07,30.9
2024-08-08,31.2
2024-08-09,31.0
2024-08-10,32.0
2024-08-11,32.5
2024-08-12,32.3
2024-08-13,32.8
2024-08-14,32.3
2024-08-15,32.7
2024-08-16,31.2
2024-08-17,32.8
2024-08-18,30.1
2024-08-19,30.5
2024-08-20,30.7
2024-08-21,31.8
2024-08-22,31.4
2024-08-23,29.8
2024-08-24,27.4
2024-08-25,28.9
2024-08-26,29.4
2024-08-27,29.6
2024-08-28,31.6
2024-08-29,32.2
2024-08-30,32.9
2024-08-31,32.2
2024-09-01,30.9
2024-09-02,32.2
2024-09-03,32.0
2024-09-04,31.9
2024-09-05,32.1
2024-09-06,33.0
2024-09-07,33.4
2024-09-08,32.3
2024-09-09,32.2
2024-09-10,31.9
2024-09-11,31.9
2024-09-12,31.4
2024-09-13,31.6
2024-09-14,27.9
2024-09-15,27.0
2024-09-16,29.2
2024-09-17,32.6
2024-09-18,33.0
2024-09-19,32.7
2024-09-20,33.4
2024-09-21,33.3
2024-09-22,34.0
2024-09-23,33.5
2024-09-24,30.5
2024-09-25,28.0
2024-09-26,28.5
2024-09-27,30.5
2024-09-28,31.4
2024-09-29,32.4
2024-09-30,33.5
2024-10-01,34.2
2024-10-02,31.6
2024-10-03,31.5
2024-10-04,30.0
2024-10-05,30.1
2024-10-06,30.3
2024-10-07,30.7
2024-10-08,31.0
2024-10-09,29.9
2024-10-10,31.1
2024-10-11,32.0
2024-10-12,31.9
2024-10-13,32.0
2024-10-14,32.4
2024-10-15,31.5
2024-10-16,31.3
2024-10-17,30.9
2024-10-18,30.1
2024-10-19,30.5
2024-10-20,30.5
2024-10-21,30.4
2024-10-22,30.9
2024-10-23,29.5
2024-10-24,26.4
2024-10-25,25.9
2024-10-26,31.5
2024-10-27,30.5
2024-10-28,31.4
2024-10-29,31.4
2024-10-30,30.8
2024-10-31,31.2
2024-11-01,32.3
2024-11-02,31.4
2024-11-03,31.0
2024-11-04,30.2
2024-11-05,29.2
2024-11-06,29.5
2024-11-07,30.0
2024-11-08,30.2
2024-11-09,29.5
2024-11-10,29.9
2024-11-11,30.0
2024-11-12,29.9
2024-11-13,31.5
2024-11-14,30.8
2024-11-15,30.1
2024-11-16,29.2
2024-11-17,28.6
2024-11-18,28.0
2024-11-19,28.5
2024-11-20,29.0
2024-11-21,28.8
2024-11-22,28.7
2024-11-23,28.5
2024-11-24,28.1
2024-11-25,27.5
2024-11-26,27.4
2024-11-27,28.5
2024-11-28,28.8
2024-11-29,27.0
2024-11-30,23.7
2024-12-01,27.8
2024-12-02,23.6
2024-12-03,27.6
2024-12-04,27.1
2024-12-05,28.4
2024-12-06,26.8
2024-12-07,25.8
2024-12-08,26.0
2024-12-09,26.7
2024-12-10,26.3
2024-12-11,24.6
2024-12-12,24.2
2024-12-13,23.6
2024-12-14,23.5
2024-12-15,23.9
2024-12-16,25.0
2024-12-17,26.6
2024-12-18,27.1
2024-12-19,27.0
2024-12-20,26.6
2024-12-21,20.1
2024-12-22,25.3
2024-12-23,26.5
2024-12-24,26.0
2024-12-25,23.9
2024-12-26,27.1
2024-12-27,26.9
2024-12-28,26.4
2024-12-29,27.0
2024-12-30,26.6
2024-12-31,24.4
2025-01-01,23.4
2025-01-02,22.8
2025-01-03,22.9
2025-01-04,24.4
2025-01-05,25.6
2025-01-06,25.4
2025-01-07,26.9
2025-01-08,23.8
2025-01-09,23.5
2025-01-10,23.9
2025-01-11,24.9
2025-01-12,26.4
2025-01-13,27.8
2025-01-14,27.0
2025-01-15,25.5
2025-01-16,25.9
2025-01-17,25.8
2025-01-18,25.8
2025-01-19,25.5
2025-01-20,24.9
2025-01-21,26.6
2025-01-22,28.5
2025-01-23,28.8
2025-01-24,28.5
2025-01-25,26.9
2025-01-26,25.2
2025-01-27,25.0
2025-01-28,27.1
2025-01-29,28.2
2025-01-30,30.0
2025-01-31,30.3
2025-02-01,29.7
2025-02-02,30.0
2025-02-03,30.8
2025-02-04,29.0
2025-02-05,30.9
2025-02-06,30.5
2025-02-07,27.5
2025-02-08,27.5
2025-02-09,27.6
2025-02-10,30.6
2025-02-11,31.1
2025-02-12,32.2
2025-02-13,31.4
2025-02-14,29.0
2025-02-15,30.8
2025-02-16,32.0
2025-02-17,32.2
2025-02-18,32.3
2025-02-19,28.3
2025-02-20,26.9
2025-02-21,29.0
2025-02-22,29.1
2025-02-23,27.7
2025-02-24,28.5
2025-02-25,28.9
2025-02-26,29.4
2025-02-27,30.0
2025-02-28,31.4
2025-03-01,34.3
2025-03-02,34.3
2025-03-03,33.9
2025-03-04,32.8
2025-03-05,32.4
2025-03-06,29.5
2025-03-07,30.9
2025-03-08,32.9
2025-03-09,33.7
2025-03-10,35.5
2025-03-11,34.5
2025-03-12,36.0
2025-03-13,37.1
2025-03-14,37.9
2025-03-15,39.0
2025-03-16,39.6
2025-03-17,37.2
2025-03-18,35.8
2025-03-19,36.8
2025-03-20,34.5
2025-03-21,34.5
2025-03-22,26.1
2025-03-23,28.9
2025-03-24,31.7
2025-03-25,33.2
2025-03-26,36.3
2025-03-27,37.9
2025-03-28,39.6
2025-03-29,38.2
2025-03-30,38.2
2025-03-31,37.3
2025-04-01,37.1
2025-04-02,37.8
2025-04-03,37.8
2025-04-04,33.6
2025-04-05,38.3
2025-04-06,37.5
2025-04-07,37.0
2025-04-08,36.2
2025-04-09,36.0
2025-04-10,35.5
2025-04-11,33.1
2025-04-12,37.7
2025-04-13,34.2
2025-04-14,34.0
2025-04-15,35.5
2025-04-16,34.8
2025-04-17,34.3
2025-04-18,31.7
2025-04-19,31.6
2025-04-20,36.2
2025-04-21,35.9
2025-04-22,36.5
2025-04-23,42.1
2025-04-24,38.3
2025-04-25,39.2
2025-04-26,37.5
2025-04-27,38.1
2025-04-28,31.1
2025-04-29,32.0
2025-04-30,31.3
2025-05-01,31.7
2025-05-02,30.9
2025-05-03,32.8
2025-05-04,31.4
2025-05-05,34.2
2025-05-06,34.5
2025-05-07,35.3
2025-05-08,38.2
2025-05-09,39.1
2025-05-10,39.6
2025-05-11,40.2
2025-05-12,40.0
2025-05-13,38.2
2025-05-14,37.8
2025-05-15,38.0
2025-05-16,36.8
2025-05-17,36.9
2025-05-18,33.9
2025-05-19,36.9
2025-05-20,36.1
2025-05-21,36.9
2025-05-22,33.2
2025-05-23,32.9
2025-05-24,33.5
2025-05-25,31.5
2025-05-26,31.0
2025-05-27,30.5
2025-05-28,30.7
2025-05-29,30.1
2025-05-30,33.5
2025-05-31,32.0
2025-06-01,31.5
2025-06-02,36.4
2025-06-03,35.7
2025-06-04,34.5
2025-06-05,32.7
2025-06-06,33.3
2025-06-07,34.6
2025-06-08,34.8
2025-06-09,34.9
2025-06-10,36.8
2025-06-11,35.6
2025-06-12,37.1
2025-06-13,36.3
2025-06-14,36.0
2025-06-15,31.6
2025-06-16,32.0
2025-06-17,29.1
2025-06-18,28.9
2025-06-19,30.9
2025-06-20,32.6
2025-06-21,33.9
2025-06-22,32.0
2025-06-23,31.7
2025-06-24,32.4
2025-06-25,31.5
2025-06-26,32.2
2025-06-27,31.5
2025-06-28,30.2
2025-06-29,30.6
2025-06-30,31.0
2025-07-01,30.6
2025-07-02,32.3
2025-07-03,31.1
2025-07-04,31.3
2025-07-05,31.4
2025-07-06,30.4
2025-07-07,28.9
2025-07-08,28.0
2025-07-09,30.4
2025-07-10,31.5
2025-07-11,31.6
2025-07-12,32.7
2025-07-13,31.0
2025-07-14,27.6
2025-07-15,30.8
2025-07-16,32.0
2025-07-17,32.7
2025-07-18,33.0
2025-07-19,33.3
2025-07-20,33.2
2025-07-21,33.2
2025-07-22,33.7
2025-07-23,34.3
2025-07-24,33.0
2025-07-25,30.8
2025-07-26,30.9
2025-07-27,32.8
2025-07-28,30.6
2025-07-29,29.0
2025-07-30,29.6
2025-07-31,30.0
2025-08-01,32.0
2025-08-02,32.2
2025-08-03,32.4
2025-08-04,31.8
2025-08-05,32.4
2025-08-06,30.1
2025-08-07,31.8
2025-08-08,30.8
2025-08-09,31.8
2025-08-10,32.9
2025-08-11,32.7
2025-08-12,33.6
2025-08-13,31.2
2025-08-14,30.5
2025-08-15,31.6
2025-08-16,32.2
2025-08-17,32.0
2025-08-18,31.7
2025-08-19,30.0
2025-08-20,30.0
2025-08-21,29.1
2025-08-22,30.0
2025-08-23,28.5
2025-08-24,30.5
2025-08-25,31.8
2025-08-26,32.0
2025-08-27,31.8
2025-08-28,31.1
2025-08-29,30.2
2025-08-30,30.2
2025-08-31,32.3
2025-09-01,33.8
2025-09-02,30.2
2025-09-03,29.2
2025-09-04,30.5
2025-09-05,32.3
2025-09-06,32.5
2025-09-07,33.0
2025-09-08,32.9
2025-09-09,33.7
2025-09-10,34.7
2025-09-11,34.5
2025-09-12,33.0
2025-09-13,30.5
2025-09-14,31.6
2025-09-15,29.2
2025-09-16,30.1
2025-09-17,31.0
2025-09-18,32.3
2025-09-19,31.0
2025-09-20,32.5
2025-09-21,32.5
2025-09-22,29.9
2025-09-23,30.3
2025-09-24,31.2
2025-09-25,33.5
2025-09-26,31.6
2025-09-27,30.0
2025-09-28,32.2
2025-09-29,32.5
2025-09-30,32.7
2025-10-01,32.4
2025-10-02,27.9
2025-10-03,30.3
2025-10-04,31.7
2025-10-05,30.2
2025-10-06,29.5
2025-10-07,31.2
2025-10-08,30.9
2025-10-09,31.6
2025-10-10,31.6
2025-10-11,30.6
2025-10-12,31.4
2025-10-13,31.0
2025-10-14,31.9
2025-10-15,32.8
2025-10-16,32.8
2025-10-17,34.2
2025-10-18,34.3
2025-10-19,35.2
2025-10-20,35.5
2025-10-21,34.7
2025-10-22,33.8
2025-10-23,33.9
